,TSNE1,TSNE2
220,-8.270856,-8.918087
221,26.73739,-1.7504792
222,-12.344876,15.352692
223,-9.831057,-13.661217
224,-14.466952,8.47613
225,-13.9094,-2.983458
226,-9.727169,10.349102
227,28.150322,-3.8657644
228,24.51712,-3.9410763
229,-10.132946,3.8144405
230,-10.203284,4.295889
231,-10.324805,4.594489
232,-10.122879,3.7053616
233,-4.5491686,-15.205987
234,27.69781,-0.9728417
235,0.8697812,-16.442722
236,-13.6112795,7.932452
237,27.415674,-2.6573818
238,-10.424281,27.996017
239,-7.7294106,-4.1127377
240,27.621355,-2.1752343
241,-3.4812744,-17.608313
242,-10.5858965,28.94373
243,26.40475,-0.6885501
244,-10.714929,12.301744
245,27.086546,-4.052122
246,26.46708,-2.0099115
247,27.22903,-1.1569813
248,-15.487144,13.032548
249,-10.128494,-3.081613
250,-13.056788,1.7169713
251,-11.896214,27.532873
252,25.691656,-2.0846484
253,27.867188,-6.4438148
254,27.867188,-6.4438148
255,27.867188,-6.4438148
256,27.867188,-6.4438148
257,-12.725046,-2.2068064
258,-5.321413,-4.421846
259,-14.7294,-0.88874763
260,-14.828259,-0.7342228
261,27.867188,-6.4438148
262,27.867188,-6.4438148
263,-13.305144,19.458294
264,27.867188,-6.4438148
265,-11.885318,13.266962
266,-13.606795,19.661173
267,-11.009211,16.53663
268,-5.285452,-4.1569977
269,-12.547403,-3.5253148
270,-14.785387,2.0339353
271,-5.508855,-9.805804
272,-3.2990773,-15.646196
273,-9.064542,12.17617
274,27.867188,-6.4438148
275,27.867188,-6.4438148
276,27.867188,-6.4438148
277,27.867188,-6.4438148
278,-13.205945,7.7418113
279,-6.650315,-9.654885
280,27.867188,-6.4438148
281,-11.170613,20.689648
282,27.867188,-6.4438148
283,-2.1368756,-15.576993
284,27.867188,-6.4438148
285,27.867188,-6.4438148
286,-8.853816,-1.5162332
287,27.867188,-6.4438148
288,-9.935888,20.951221
289,-8.782432,4.782607
290,-5.7776866,-4.8706684
291,-13.056546,10.773026
292,-13.438442,-4.0675855
293,-10.510752,20.663734
294,-8.627295,14.324662
295,-10.236314,4.7307177
296,-9.977975,-11.493304
297,-8.172685,3.7233803
298,-5.3440523,-0.13398905
299,-11.371892,25.19539
300,-10.808516,13.976949
301,27.867188,-6.4438148
302,-12.215777,6.051556
303,27.867188,-6.4438148
304,-11.182121,5.142624
305,-15.117956,-3.4398065
306,-11.1857395,26.4472
307,-8.063704,-0.1968243
308,27.867188,-6.4438148
309,27.867188,-6.4438148
310,-12.726911,-8.806876
311,-5.0607195,-17.510695
312,27.867188,-6.4438148
313,-11.832026,13.251479
314,-7.870103,-0.58364904
315,-4.090474,-2.04854
316,-6.382314,-13.216443
317,-7.778289,-4.1143804
318,-12.423409,18.369991
319,-11.943599,2.9332557
320,-13.974175,-4.7830677
321,-8.954567,17.633787
322,-9.2511425,-14.595592
323,-2.1789277,-15.55279
324,-9.137424,-16.400978
325,27.867188,-6.4438148
326,-14.961052,2.1013355
327,-13.88439,20.178593
328,-5.192178,-6.8464026
329,-10.37052,11.358226
330,0.42341623,-16.47796
331,-7.875693,-6.6579013
332,-5.8463163,-2.422515
333,-10.685896,16.99048
334,27.867188,-6.4438148
335,27.867188,-6.4438148
336,-9.889393,-5.1021824
337,-2.163788,-17.351124
338,-5.503165,-17.136005
339,-8.928867,-13.298452
340,-8.11749,-13.694038
341,-9.419586,-12.470711
342,-14.887972,-0.7051643
343,27.867188,-6.4438148
344,-14.82578,1.7925217
345,-12.280545,24.473005
346,-9.274442,17.053137
347,-8.375432,-10.480577
348,-14.02366,6.8765936
349,27.867188,-6.4438148
350,-9.0663,-15.756675
351,27.867188,-6.4438148
352,-10.018386,11.558426
353,-11.620899,7.4486074
354,-12.485218,21.564621
355,-10.674018,6.9722495
356,-10.99395,27.235018
357,-14.361989,-6.107827
358,-8.370019,7.956219
359,-12.808323,0.3587005
360,-6.9929643,13.964372
361,-10.34541,28.841394
362,-13.952288,19.463665
363,27.867188,-6.4438148
364,-11.901184,19.661846
365,-10.445756,25.38141
366,-7.2355375,-11.860914
367,-8.212584,-3.0717647
368,-13.426393,13.694988
369,-3.2966053,-17.515692
370,-12.5060835,1.8180019
371,-9.199424,-11.733184
372,-13.278217,22.53687
373,-13.008112,11.428492
374,-10.324121,14.013595
375,27.867188,-6.4438148
376,27.867188,-6.4438148
377,-8.384655,2.939251
378,-3.7040505,-17.536224
379,-7.114455,-14.355169
380,-11.4501505,11.396161
381,27.867188,-6.4438148
382,-11.899107,2.800404
383,-12.921593,22.3523
384,-3.8130667,-1.8082662
385,-13.390933,-5.92315
386,-9.6569,-4.16541
387,27.867188,-6.4438148
388,27.867188,-6.4438148
389,27.867188,-6.4438148
390,27.867188,-6.4438148
391,-14.220846,7.8346944
392,27.867188,-6.4438148
393,-7.2556415,-6.034512
394,-8.226753,-6.8421016
395,-12.881397,12.983339
396,-13.708104,4.6226215
397,27.867188,-6.4438148
398,-10.834488,-2.6304874
399,-15.706417,3.16991
400,-13.242869,13.352638
401,-15.471263,1.9528768
402,-12.388228,-6.030002
403,-10.308251,-3.1624563
404,-7.5130105,1.3549541
405,27.867188,-6.4438148
406,-14.519944,5.3343835
407,-14.352283,9.402188
408,-12.62573,20.769022
409,27.867188,-6.4438148
410,-5.1325493,-3.365944
411,-7.422401,-5.8650637
412,-5.2423353,-1.6438515
413,-13.310513,-0.38121846
414,-3.5881605,-17.51379
415,27.867188,-6.4438148
416,-10.177539,4.9572806
417,-11.2057085,27.40182
418,-10.532921,17.485817
419,-8.082176,8.906974
420,27.867188,-6.4438148
421,27.867188,-6.4438148
422,-12.016209,25.393496
423,-5.33698,-7.506554
424,-10.961533,18.624884
425,27.867188,-6.4438148
426,27.867188,-6.4438148
427,27.867188,-6.4438148
428,27.867188,-6.4438148
429,-5.8051033,-12.788462
430,-10.887337,-2.2693608
431,27.867188,-6.4438148
432,-7.6169453,-13.936013
433,-11.185654,26.449553
434,27.867188,-6.4438148
435,-10.679835,14.843411
436,-8.496087,-13.049128
437,-7.4513946,-11.774704
438,-10.616489,24.229233
439,27.867188,-6.4438148
440,-9.791518,-4.338903
441,-10.825138,-9.114867
442,27.867188,-6.4438148
443,-6.442569,-7.047682
444,-2.9064326,-17.154213
445,27.867188,-6.4438148
446,-5.146059,-5.174258
447,-10.615988,5.076998
448,-1.0752678,-16.706795
449,-4.5326214,0.13831192
450,-3.4622006,-17.607513
451,-13.650424,-4.2834144
452,27.867188,-6.4438148
453,-5.7795706,-7.9379954
454,-5.343578,-5.030346
455,-12.576709,17.646889
456,-2.7229273,-15.343342
457,-5.2977467,-4.7937274
458,-5.062248,-9.196178
459,-9.545776,10.439511
460,27.867188,-6.4438148
461,27.867188,-6.4438148
462,27.867188,-6.4438148
463,-15.098159,10.403011
464,-4.900528,-4.462212
465,-5.406107,-17.333767
466,27.867188,-6.4438148
467,-5.1563764,-4.1214795
468,27.867188,-6.4438148
469,-5.309578,-4.6462703
470,-5.396557,-8.549526
471,-5.370882,-13.142967
472,-8.514626,-1.5064857
473,-6.6294665,-9.157974
474,-5.4069963,-7.3081803
475,-13.124316,9.234215
476,-5.494566,-12.453545
477,-12.146622,15.076602
478,-15.435238,0.28718174
479,-13.352433,15.162959
480,-6.4801297,-11.813385
481,-12.950568,10.205736
482,-12.448206,5.9906273
483,-10.3947935,-4.22512
484,-6.8484354,-14.57683
485,-12.779923,11.495522
486,-12.9302,22.05617
487,-8.158253,12.962277
488,-8.489139,-1.6545818
489,-5.269806,-2.9420507
490,-12.602772,8.897804
491,-13.227615,16.849882
492,27.867188,-6.4438148
493,-12.556407,-3.551465
494,-7.162685,-13.750065
495,27.867188,-6.4438148
496,-14.57551,0.84933203
497,27.867188,-6.4438148
498,25.552341,-4.6288204
499,-9.469367,24.50762
500,-9.940608,-9.153116
501,-13.569674,19.842442
502,-2.9678192,-17.245527
503,23.884512,0.17043109
504,-8.624931,-13.746288
505,-12.7874155,16.03739
506,-11.913672,-2.0033617
507,-9.626064,-8.676344
508,-15.7114,6.8732243
509,-12.08539,-0.17004114
510,-9.151623,0.084007934
511,-11.518391,22.585339
512,23.884512,0.17043109
513,23.884512,0.17043109
514,23.884512,0.17043109
515,23.884512,0.17043109
516,-12.349926,8.645817
517,-9.15205,18.007418
518,-12.686532,-0.71501046
519,23.884512,0.17043109
520,-12.872125,-2.0460875
521,23.884512,0.17043109
522,23.884512,0.17043109
523,-10.4694605,-12.427878
524,23.884512,0.17043109
525,-10.805309,28.724083
526,-12.616278,14.479951
527,-9.506601,7.6305494
528,-11.019586,19.38942
529,-6.1183743,-16.789238
530,-8.266365,0.89301056
531,-14.213872,11.674337
532,-13.693035,4.8744125
533,-1.8090425,-17.236748
534,-10.296563,24.912754
535,-10.437535,28.847717
536,-10.499763,27.895506
537,-10.337119,28.82425
538,-11.786071,16.969873
539,-9.185686,-1.9043221
540,-13.714323,4.759956
541,-9.320395,-10.623203
542,-12.785132,24.518427
543,-5.0047503,-13.713543
544,-5.042502,-9.868176
545,-14.975767,13.401153
546,-11.145152,28.25017
547,-10.897555,24.72494
548,-8.2824135,-8.630184
549,23.884512,0.17043109
550,23.884512,0.17043109
551,-13.823408,15.595036
552,-15.674754,2.4640055
553,-15.73362,1.511445
554,-5.8102684,-0.42122683
555,-5.5698133,-17.225634
556,23.884512,0.17043109
557,-14.365216,-2.24917
558,-11.63175,19.07154
559,23.884512,0.17043109
560,23.884512,0.17043109
561,-9.771375,-12.239321
562,-5.3079042,-17.110392
563,-14.46566,10.069676
564,-12.177998,24.044077
565,-12.149733,14.2942705
566,23.884512,0.17043109
567,23.884512,0.17043109
568,23.884512,0.17043109
569,-14.593147,-2.3232627
570,-11.156248,21.583021
571,-13.547786,8.263216
572,-11.802844,14.632613
573,23.884512,0.17043109
574,23.884512,0.17043109
575,-13.053203,11.581961
576,23.884512,0.17043109
577,-1.934226,-17.386189
578,-11.262119,23.181875
579,23.884512,0.17043109
580,23.884512,0.17043109
581,-12.366031,0.55707824
582,-4.993073,-15.582971
583,-11.38624,24.672783
584,23.884512,0.17043109
585,-10.698044,22.182693
586,-8.624697,-13.025458
587,-14.568472,9.571062
588,-14.370201,-6.6443253
589,-11.0571375,25.34604
590,23.884512,0.17043109
591,23.884512,0.17043109
592,-8.736004,7.659409
593,-7.672418,-12.8733835
594,-10.781075,7.2066646
595,27.859207,-3.319226
596,-6.290684,-14.130543
597,-11.3548975,9.739104
598,-14.97972,13.222466
599,-10.809074,20.046497
600,-9.796412,21.211523
601,25.911318,-4.7594423
602,-0.1432343,-16.18316
603,-11.739661,8.266622
604,-11.302643,22.56558
605,25.018333,-4.487922
606,-5.369679,-17.107178
607,-5.9544787,-15.045436
608,-11.180864,15.403151
609,-9.035,-1.3174325
610,-10.0981245,3.2792318
